def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
!def(PROTO),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(NBDEBUG),
