def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_EMACS_TAGS),
True,
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(DEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG),
