def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
True,
def(FEAT_MBYTE),
def(LESSTIF_VERSION),
def(DEBUG),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(PROTO),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
