def(INET_SOCKETS),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_TRACE),
def(MAIN),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
