def(MCH_WRITE_DUMP),
True,
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(MAIN),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(_WIN32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(NO_CONSOLE),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
