def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
def(NBDEBUG),
def(FEAT_BEVAL),
True,
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
!def(PROTO),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
