def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL_GUI),
True,
def(DEBUG),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
def(__MINT__),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WIN32),
def(_WIN32),
def(FEAT_BEVAL),
def(FEAT_GUI),
