def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_GTK),
def(FEAT_JOB_CHANNEL),
True,
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_PROFILE),
def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_GUI_W32),
def(MAIN),
def(PROTO),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(__MINT__),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_TERMRESPONSE),
