def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
True,
!def(INET_SOCKETS),
def(PROTO),
def(__BORLANDC__),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(MAIN),
def(FEAT_TOOLBAR),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
