!def(EBCDIC),
def(LESSTIF_VERSION),
True,
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
(!def(FEAT_BEVAL)&def(FEAT_TOOLBAR)),
def(FEAT_TERMRESPONSE),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)),
def(FEAT_TOOLBAR),
def(FEAT_DND),
!def(RISCOS),
def(DEBUG),
def(FEAT_GUI),
!def(LESSTIF_VERSION),
(!def(FEAT_BEVAL)&def(NOIME)),
def(FEAT_GUI_W32),
(!def(FEAT_GUI_MOTIF)&!def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_BEVAL)&def(FEAT_MBYTE_IME)),
def(EBCDIC),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
