def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(DEBUG),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
True,
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
