def(FEAT_RIGHTLEFT),
!def(PROTO),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(WSDEBUG),
def(PROTO),
def(WSDEBUG_SENSE),
True,
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
