def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
True,
!def(PROTO),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_BEVAL),
