def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FLOAT),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(WIN32),
!def(FEAT_GUI_GTK),
def(DEBUG),
def(__MINT__),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
def(MAIN),
def(FEAT_JOB_CHANNEL),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
