def(WSDEBUG),
def(MAIN),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(__MINT__),
def(LESSTIF_VERSION),
def(PROTO),
def(_WIN32),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(NBDEBUG),
