def(PROTO),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_BEVAL),
True,
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(DEBUG),
def(MCH_WRITE_DUMP),
