!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(PROTO),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(PROTO),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
True,
def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(DEBUG),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
