(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
True,
def(FEAT_PROFILE),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(INET_SOCKETS),
def(_WIN32),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(__MINT__),
!def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
