def(FEAT_FKMAP),
def(INET_SOCKETS),
def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
