def(MAIN),
def(FEAT_GUI_W32),
True,
def(FEAT_MBYTE),
def(_WIN32),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WIN32),
!def(INET_SOCKETS),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(PROTO),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_FKMAP),
def(INET_SOCKETS),
def(FEAT_GUI),
