def(FEAT_SUN_WORKSHOP),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(PROTO),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(NBDEBUG),
def(WSDEBUG),
def(DEBUG),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
True,
