def(FEAT_FKMAP),
!def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(DEBUG),
def(__BORLANDC__),
!def(RISCOS),
def(FEAT_CLIPBOARD),
def(FEAT_GUI),
True,
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(RISCOS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(WSDEBUG),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
