def(INET_SOCKETS),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(PROTO),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_SENSE),
True,
def(FEAT_GUI_W32),
