def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
True,
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(PROTO),
