!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(RISCOS),
!def(RISCOS),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
!def(EBCDIC),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(MCH_WRITE_DUMP),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(NBDEBUG),
True,
def(EBCDIC),
!def(PROTO),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
!def(FEAT_MBYTE),
