!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(WSDEBUG),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_EMACS_TAGS),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(DEBUG),
!def(FEAT_EMACS_TAGS),
def(FEAT_GUI),
True,
def(FEAT_MBYTE),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
!def(PROTO),
def(PROTO),
