!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
True,
!def(INET_SOCKETS),
def(DEBUG),
def(__BORLANDC__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(NBDEBUG),
