def(MAIN),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
True,
def(DEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
def(PROTO),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
