def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(PROTO),
def(FEAT_FKMAP),
def(JUMPLIST_ROTATE),
def(FEAT_RIGHTLEFT),
def(FEAT_CLIPBOARD),
!def(NO_CONSOLE),
def(_WIN32),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
def(WIN32),
True,
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(MAIN),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
