def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
def(FEAT_GUI),
def(INET_SOCKETS),
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_MBYTE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WIN32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
True,
def(DEBUG),
