def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(PROTO),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_TRACE),
def(FEAT_GUI),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG),
!def(PROTO),
