def(__MINT__),
def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(PROTO),
def(FEAT_JOB_CHANNEL),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(NBDEBUG),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
True,
def(DEBUG),
def(_WIN32),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
