def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
