(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
def(UNIX),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
def(PROTO),
!def(FEAT_BEVAL_GUI),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
True,
def(MAIN),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_W32),
def(ABORT_ON_INTERNAL_ERROR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
def(WIN32),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(__MINT__),
!def(UNIX),
