def(FEAT_MBYTE),
def(PROTO),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(FEAT_EMACS_TAGS),
!def(FEAT_EMACS_TAGS),
def(JUMPLIST_ROTATE),
True,
def(FEAT_BEVAL),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
def(FEAT_CLIPBOARD),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
def(NBDEBUG),
