def(WSDEBUG),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL_GUI),
def(MAIN),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(_WIN32),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(NBDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
def(__MINT__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WIN32),
def(PROTO),
