(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
!def(FEAT_RIGHTLEFT),
def(FEAT_GUI_MOTIF),
def(FEAT_TERMRESPONSE),
def(NBDEBUG),
def(EBCDIC),
def(FEAT_RIGHTLEFT),
!def(WIN64),
!def(NO_CONSOLE),
!def(EBCDIC),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
!def(FEAT_GUI_MOTIF),
True,
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(RISCOS),
def(FEAT_MBYTE),
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(WIN64),
