def(FEAT_SUN_WORKSHOP),
def(__MINT__),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(WIN32),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(MAIN),
def(FEAT_JOB_CHANNEL),
True,
def(_WIN32),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_TRACE),
def(PROTO),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(INET_SOCKETS),
