!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(_WIN32),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WIN32),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_CLIPBOARD),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(MAIN),
def(FEAT_MBYTE),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(WSDEBUG),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
