def(FEAT_FKMAP),
!def(EBCDIC),
def(RISCOS),
def(FEAT_TOOLBAR),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
def(PROTO),
True,
def(JUMPLIST_ROTATE),
!def(RISCOS),
!def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_RIGHTLEFT),
def(EBCDIC),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
!def(FEAT_RIGHTLEFT),
def(DEBUG),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
