def(FEAT_JOB_CHANNEL),
!def(FEAT_PROFILE),
!def(UNIX),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_SENSE)),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(ABORT_ON_INTERNAL_ERROR),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_BEVAL_GUI),
def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG_TRACE)),
def(NBDEBUG),
def(__MINT__),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
!def(FEAT_GUI_W32),
(!def(FEAT_BEVAL_GUI)&def(WSDEBUG)),
!def(FEAT_GUI_GTK),
def(UNIX),
