def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(INET_SOCKETS),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(__BORLANDC__),
def(DEBUG),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
