!def(INET_SOCKETS),
def(NBDEBUG),
def(MAIN),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_CLIPBOARD),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(FEAT_EMACS_TAGS),
def(_WIN32),
def(FEAT_TERMRESPONSE),
True,
def(DEBUG),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
def(WIN32),
def(PROTO),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
