def(EBCDIC),
def(FEAT_GUI_GTK),
!def(FEAT_MBYTE),
def(RISCOS),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI_W32),
def(PROTO),
!def(EBCDIC),
def(FEAT_RIGHTLEFT),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_GUI),
!def(RISCOS),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(PROTO),
def(NBDEBUG),
def(__BORLANDC__),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
