def(FEAT_RIGHTLEFT),
!def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_MBYTE),
True,
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
