def(FEAT_SUN_WORKSHOP),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(INET_SOCKETS),
def(DEBUG),
def(FEAT_GUI_GTK),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
!def(PROTO),
