def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
def(PROTO),
def(NBDEBUG),
True,
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
!def(PROTO),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
