def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WSDEBUG_SENSE),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(_WIN32),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(WSDEBUG),
