def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
True,
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_GUI_W32),
def(MAIN),
def(PROTO),
def(NBDEBUG),
def(_WIN32),
def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
def(__MINT__),
def(WSDEBUG_SENSE),
def(WIN32),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_JOB_CHANNEL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
