def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
def(__MINT__),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_BEVAL_GUI),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(PROTO),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(WIN32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
True,
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(DEBUG),
