def(PROTO),
def(FEAT_TOOLBAR),
True,
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(UNIX),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL_GUI),
def(FEAT_FKMAP),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(_WIN32),
def(INET_SOCKETS),
def(MAIN),
def(__MINT__),
def(FEAT_FLOAT),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_SENSE),
def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(FEAT_MBYTE),
!def(FEAT_GUI_W32),
