def(NBDEBUG),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(WSDEBUG),
def(PROTO),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
