def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
def(MCH_WRITE_DUMP),
True,
def(PROTO),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(DEBUG),
def(WSDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
