def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(WSDEBUG_TRACE),
def(MAIN),
def(_WIN32),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WIN32),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(PROTO),
def(NBDEBUG),
def(FEAT_TOOLBAR),
True,
def(FEAT_GUI),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
