def(__MINT__),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_PROFILE),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(FEAT_TOOLBAR),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
def(MAIN),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
def(_WIN32),
def(LESSTIF_VERSION),
True,
def(WSDEBUG_TRACE),
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
