def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(DEBUG),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
!def(PROTO),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
True,
def(PROTO),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
