def(WSDEBUG_SENSE),
True,
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
def(WIN32),
def(MAIN),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(_WIN32),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
