def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_RIGHTLEFT),
def(__BORLANDC__),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(PROTO),
!def(FEAT_GUI_GTK),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
True,
