def(NBDEBUG),
!def(PROTO),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(DEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_GUI),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(PROTO),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
