def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
!def(FEAT_BEVAL),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(NBDEBUG),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(PROTO),
True,
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
