!def(INET_SOCKETS),
True,
def(WSDEBUG_SENSE),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_TRACE),
def(DEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
