!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(WIN32),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(DEBUG),
def(WSDEBUG),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(__MINT__),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
