def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(PROTO),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(PROTO),
def(FEAT_GUI_W32),
def(WSDEBUG),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
True,
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_SUN_WORKSHOP),
