def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
True,
def(FEAT_TERMRESPONSE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_BEVAL_GUI),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(MAIN),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_PROFILE),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WIN32),
def(WSDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_PROFILE),
def(__MINT__),
